site_code,site_name,site_type,site_type_name,start_date,end_date,rkm,rkm_total,site_description,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
BGM,"Burlingame Diversion Dam, Walla Walla River",MRR,NA,NA,NA,509.059,568,Dam,"c(-118.424434, 46.023304)",NA,NA,NA,NA,NA
BGMTAL,BGM - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,509.059,568,IntraDamReleaseSite,"c(-118.424434, 46.023304)",NA,NA,NA,NA,NA
BIDDLP,"Biddle Acclimation Pond on Wolf Creek, Methow River Basin",MRR,NA,NA,NA,843.085.002,930,AcclimationPond,"c(-120.247937, 48.48882)",NA,NA,NA,NA,NA
BIG3C,"Big Creek, Tributary to Yakima River",MRR,NA,NA,NA,539.315,854,River,"c(-121.185652, 47.172306)",NA,NA,NA,NA,NA
BIGMEC,"Big Meadow Creek, Wenatchee River Basin",MRR,NA,NA,NA,754.077.014,845,River,"c(-120.765374, 47.879336)",NA,NA,NA,NA,NA
BIGWSP,Big White Salmon Ponds,MRR,NA,NA,NA,271.002,273,AcclimationPond,"c(-121.520796, 45.748452)",NA,NA,NA,NA,NA
BIRCHC,"Birch Creek, Umatilla River",MRR,NA,NA,NA,465.077,542,River,"c(-118.807058, 45.575566)",NA,NA,NA,NA,NA
BIRCHE,"East Fork Birch Creek, Umatilla River",MRR,NA,NA,NA,465.077.026,568,River,"c(-118.75217, 45.401428)",NA,NA,NA,NA,NA
BIRCHW,"West Fork Birch Creek, Umatilla River",MRR,NA,NA,NA,465.077.026,568,River,"c(-118.868936, 45.374806)",NA,NA,NA,NA,NA
BLDRCK,"Boulder Creek, tributary to Kettle River",MRR,NA,NA,NA,1131.027,1158,River,"c(-118.196842, 48.824775)",NA,NA,NA,NA,NA
BLDRNF,North Fork Boulder Creek,MRR,NA,NA,NA,1031.027.004,1062,River,"c(-118.305033, 48.837126)",NA,NA,NA,NA,NA
BLDRSF,South Fork Boulder Creek,MRR,NA,NA,NA,1031.027.004,1062,River,"c(-118.321287, 48.754213)",NA,NA,NA,NA,NA
BLKBAS,"Blackberry Acc. Site, WF Hood River",MRR,NA,NA,NA,273.020.014,307,AcclimationPond,"c(-121.743672, 45.521133)",NA,NA,NA,NA,NA
BLUE2C,"Blue Creek, tributary to Spokane River",MRR,NA,NA,NA,1020.023,1043,River,"c(-118.098417, 47.919397)",NA,NA,NA,NA,NA
BLUEC,"Blue Creek, Klickitat River Basin",MRR,NA,NA,NA,290.063.008.004,365,River,"c(-120.992513, 46.085029)",NA,NA,NA,NA,NA
BLUEW,Blue Creek Weir,MRR,NA,NA,NA,1020.023.001,1044,TraporWeir,"c(-118.139862, 47.892813)",NA,NA,NA,NA,NA
BONAPC,"Bonaparte Creek, Okanogan River Basin",MRR,NA,NA,NA,858.092,950,River,"c(-119.176043, 48.664031)",NA,NA,NA,NA,NA
BONP,Bonifer Springs Acclimation Pond,MRR,NA,NA,NA,465.127.003,595,AcclimationPond,"c(-118.363608, 45.683936)",NA,NA,NA,NA,NA
BOSTCC,"Boston Canyon Creek, Umatilla River",MRR,NA,NA,NA,465.127.003,595,River,"c(-118.335107, 45.658099)",NA,NA,NA,NA,NA
BOWMNC,"Bowman Creek, tributary to Little Klickitat River",MRR,NA,NA,NA,290.033.002,325,River,"c(-120.978813, 45.936054)",NA,NA,NA,NA,NA
BOXCNC,"Box Canyon Creek, Upper Yakima Basin",MRR,NA,NA,NA,539.330.014,883,River,"c(-121.281092, 47.396565)",NA,NA,NA,NA,NA
BRDG2C,"Bridge Creek, Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.106,807,River,"c(-118.530529, 44.5467)",NA,NA,NA,NA,NA
BRDG3C,Bridge Creek - tributary to Sanpoil River,MRR,NA,NA,NA,981.040,1021,River,"c(-118.59545, 48.245234)",NA,NA,NA,NA,NA
BRENNC,"Brennegan Creek, tributary to Entiat River",MRR,NA,NA,NA,778.040,818,River,"c(-120.417851, 47.911169)",NA,NA,NA,NA,NA
BRIDGC,"Bridge Creek, John Day River Basin",MRR,NA,NA,NA,351.218,569,River,"c(-120.20546, 44.592045)",NA,NA,NA,NA,NA
BRIDWB,"West Branch Bridge Creek, John Day River Basin",MRR,NA,NA,NA,351.218.020,589,River,"c(-120.316391, 44.551396)",NA,NA,NA,NA,NA
BRUS2C,"Brush Creek, Klickitat River Basin",MRR,NA,NA,NA,290.063.008,361,River,"c(-121.006246, 46.124077)",NA,NA,NA,NA,NA
BSHPCK,"Big Sheep Creek, tributary to Columbia River",MRR,NA,NA,NA,1180,1180,River,"c(-117.87095, 48.954254)",NA,NA,NA,NA,NA
BSPBL,Bridgeport State Park Boat Launch,MRR,NA,NA,NA,972,972,Other,"c(-119.607163, 48.014183)",NA,NA,NA,NA,NA
BUCK3C,"Buck Creek, White Salmon River Basin (WA)",MRR,NA,NA,NA,271.008,279,River,"c(-121.551474, 45.82469)",NA,NA,NA,NA,NA
BUCKAP,Buckskin Slough Acclimation Site,MRR,NA,NA,NA,539.187.005.005,736,AcclimationPond,"c(-120.581696, 46.634548)",NA,NA,NA,NA,NA
BUCKC,"Buck Creek, Umatilla River",MRR,NA,NA,NA,465.145.002,612,River,"c(-118.132806, 45.712781)",NA,NA,NA,NA,NA
BUCKHC,"Buckhollow Creek, Deschutes River Basin",MRR,NA,NA,NA,328.069,397,River,"c(-120.816625, 45.172224)",NA,NA,NA,NA,NA
BUCKSL,"Buckskin Slough, tributary to Naches RIver",MRR,NA,NA,NA,539.187.005,731,River,"c(-120.590974, 46.644324)",NA,NA,NA,NA,NA
BUD,Bumping Dam,MRR,NA,NA,NA,539.187.072.026,824,Dam,"c(-121.300089, 46.873255)",NA,NA,NA,NA,NA
BUDFBY,BUD - Release into the forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.187.072.026,824,IntraDamReleaseSite,"c(-121.300089, 46.873255)",NA,NA,NA,NA,NA
BUDTAL,BUD - Release into the tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.187.072.026,824,IntraDamReleaseSite,"c(-121.300089, 46.873255)",NA,NA,NA,NA,NA
BUMPR,Bumping River- Naches Subbasin,MRR,NA,NA,NA,539.187.072,798,River,"c(-121.301932, 46.869138)",NA,NA,NA,NA,NA
BUTCHC,"Butcher Creek, Umatilla River",MRR,NA,NA,NA,465.127.034,626,River,"c(-118.361617, 45.467617)",NA,NA,NA,NA,NA
BUTCHP,"Butcher Creek Acclimation Pond, Wenatchee River Basin",MRR,NA,NA,NA,754.089.013,856,AcclimationPond,"c(-120.80235, 47.769549)",NA,NA,NA,NA,NA
BUTTEC,"Butte Creek, Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.091,792,River,"c(-118.65272, 44.607379)",NA,NA,NA,NA,NA
BVRLYI,"Beverly Islands, Columbia River below Wanapum Dam",MRR,NA,NA,NA,666,666,AvianColony,"c(-119.88541, 46.629457)",NA,NA,NA,NA,NA
CABLNF,"North Fork Cable Creek, North Fork John Day River basin",MRR,NA,NA,NA,351.298.089.027.011,776,River,"c(-118.694954, 45.059499)",NA,NA,NA,NA,NA
CAMP2C,"Camp Creek, Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.076,777,River,"c(-118.866162, 44.606715)",NA,NA,NA,NA,NA
CAMPC,"Camp Creek, Umatilla River",MRR,NA,NA,NA,465.127.018,610,River,"c(-118.289126, 45.592994)",NA,NA,NA,NA,NA
CANDLC,"Candle Creek, tributary to the Metolius River",MRR,NA,NA,NA,328.177.044,549,River,"c(-121.674104, 44.582792)",NA,NA,NA,NA,NA
CANY3C,"Canyon Creek, tributary to the Metolius River",MRR,NA,NA,NA,328.177.055,560,River,"c(-121.743901, 44.502293)",NA,NA,NA,NA,NA
CANY4C,Canyon Creek - tributary to John Day River,MRR,NA,NA,NA,351.392,743,River,"c(-118.918171, 44.250886)",NA,NA,NA,NA,NA
CARP,Carlton Acclimation Pond,MRR,NA,NA,NA,843.058,901,AcclimationPond,"c(-120.08876, 48.343361)",NA,NA,NA,NA,NA
CARS,Carson National Fish Hatchery,MRR,NA,NA,NA,251.028,279,Hatchery,"c(-121.974039, 45.868254)",NA,NA,NA,NA,NA
CBD,Clear Branch Dam,MRR,NA,NA,NA,273.023.015.001,312,Dam,"c(-121.65751, 45.459182)",NA,NA,NA,NA,NA
CBDFBY,CBD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,273.023.015.001,312,IntraDamReleaseSite,"c(-121.65751, 45.459182)",NA,NA,NA,NA,NA
CCD,Clear Creek Dam,MRR,NA,NA,NA,539.187.028.037.012,803,Dam,"c(-121.271045, 46.627861)",NA,NA,NA,NA,NA
CCDFBY,CCD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.187.028.037.012,803,IntraDamReleaseSite,"c(-121.271045, 46.627861)",NA,NA,NA,NA,NA
CCDTAL,CCD - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.187.028.037.012,803,IntraDamReleaseSite,"c(-121.271045, 46.627861)",NA,NA,NA,NA,NA
CFCT,Chelan Falls Canal Trap,MRR,NA,NA,NA,810.001,811,TraporWeir,"c(-119.984804, 47.810351)",NA,NA,NA,NA,NA
CHANDL,Chandler Canal (Prosser Dam) - headgate to diversion screen (km 000-002),MRR,NA,NA,NA,539.076,615,River,"c(-119.765925, 46.214076)",NA,NA,NA,NA,NA
CHELAR,Chelan River,MRR,NA,NA,NA,810,810,River,"c(-120.333361, 48.028361)",NA,NA,NA,NA,NA
CHERBT,Chewuch River Bridge Rotary Screw Trap,MRR,NA,NA,NA,843.080.001,924,TraporWeir,"c(-120.186416, 48.477225)",NA,NA,NA,NA,NA
CHEWEC,"Chewelah Creek, tributary to Colville River",MRR,NA,NA,NA,1121.073,1194,River,"c(-117.719599, 48.273742)",NA,NA,NA,NA,NA
CHEWUP,Chewuch Acclimation Pond (WDFW),MRR,NA,NA,NA,843.080.010,933,AcclimationPond,"c(-120.176618, 48.56511)",NA,NA,NA,NA,NA
CHEWUR,Chewuch River,MRR,NA,NA,NA,843.080,923,River,"c(-120.137116, 48.750507)",NA,NA,NA,NA,NA
CHFARF,Chelan Falls Rearing Facillity,MRR,NA,NA,NA,810.001,811,AcclimationPond,"c(-119.987467, 47.806021)",NA,NA,NA,NA,NA
CHIKAC,"Chikamin Creek, tributary to Chiwawa River",MRR,NA,NA,NA,754.077.023,854,River,"c(-120.720292, 47.954367)",NA,NA,NA,NA,NA
CHIP,Chiwawa Rearing Pond,MRR,NA,NA,NA,754.077.002,833,AcclimationPond,"c(-120.651952, 47.789057)",NA,NA,NA,NA,NA
CHIW,Chiwawa Weir,MRR,NA,NA,NA,754.077.002,833,TraporWeir,"c(-120.651145, 47.788121)",NA,NA,NA,NA,NA
CHIWAC,"Chiwaukum Creek, tributary to Wenatchee River",MRR,NA,NA,NA,754.057,811,River,"c(-120.829238, 47.710181)",NA,NA,NA,NA,NA
CHIWAR,Chiwawa River,MRR,NA,NA,NA,754.077,831,River,"c(-120.776839, 47.950633)",NA,NA,NA,NA,NA
CHIWAT,"Chiwawa River Trap, 0.5 km below CHIP acclimation pond",MRR,NA,NA,NA,754.077.002,833,TraporWeir,"c(-120.655314, 47.787307)",NA,NA,NA,NA,NA
CHJO,Chief Joseph Hatchery,MRR,NA,NA,NA,868,868,Hatchery,"c(-119.646643, 48.001265)",NA,NA,NA,NA,NA
CHUMSC,"Chumstick Creek, Wenatchee Basin",MRR,NA,NA,NA,754.037,791,River,"c(-120.63788, 47.6976)",NA,NA,NA,NA,NA
CJD,Chief Joseph Dam,MRR,NA,NA,NA,869,869,Dam,"c(-119.633644, 47.996424)",NA,NA,NA,NA,NA
CJDFBY,CJD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,869,869,IntraDamReleaseSite,"c(-119.633644, 47.996424)",NA,NA,NA,NA,NA
CLARFP,Clark Flat Acclimation Pond,MRR,NA,NA,NA,539.270,809,AcclimationPond,"c(-120.7227, 47.1043)",NA,NA,NA,NA,NA
CLE,Cle Elum Dam,MRR,NA,NA,NA,539.299.013,851,Dam,"c(-121.073919, 47.245467)",NA,NA,NA,NA,NA
CLEA2C,"Clear Creek, Middle Fork John Day River Basin",MRR,NA,NA,NA,351.298.052.106,807,River,"c(-118.482267, 44.515287)",NA,NA,NA,NA,NA
CLEBYP,CLE - Release into the Facility Bypass Flume/Pipe,MRR,NA,NA,NA,539.299.013,851,IntraDamReleaseSite,"c(-121.073919, 47.245467)",NA,NA,NA,NA,NA
CLEE,Cle Elum Hatchery,MRR,NA,NA,NA,539.293,832,Hatchery,"c(-120.976064, 47.186756)",NA,NA,NA,NA,NA
CLEFBY,CLE - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.299.013,851,IntraDamReleaseSite,"c(-121.073919, 47.245467)",NA,NA,NA,NA,NA
CLELMD,Cle Elum Dam (Archaic - replaced with CLE),MRR,NA,NA,NA,539.299.013,851,Archaic,"c(-121.0739186, 47.24546699)",NA,NA,NA,NA,NA
CLELMR,Cle Elum River,MRR,NA,NA,NA,539.299,838,River,"c(-121.097431, 47.391822)",NA,NA,NA,NA,NA
CLETAL,CLE - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.299.013,851,IntraDamReleaseSite,"c(-121.073919, 47.245467)",NA,NA,NA,NA,NA
CLRBR,"Clear Branch, Middle Fork Hood River Watershed",MRR,NA,NA,NA,273.023.015,311,River,"c(-121.647744, 45.462605)",NA,NA,NA,NA,NA
COLVLE,"Colville River, tributary to Columbia River",MRR,NA,NA,NA,1121,1121,River,"c(-117.855819, 48.407752)",NA,NA,NA,NA,NA
COONSC,"Coonskin Creek, Umatilla River",MRR,NA,NA,NA,465.109,574,River,"c(-118.518053, 45.650583)",NA,NA,NA,NA,NA
COOPR,"Cooper River, tributary to Cle Elum River",MRR,NA,NA,NA,539.299.030,868,River,"c(-121.193445, 47.434403)",NA,NA,NA,NA,NA
COPPEC,Coppei Creek - tributary to Touchet River,MRR,NA,NA,NA,509.035.082,626,River,"c(-118.139577, 46.238863)",NA,NA,NA,NA,NA
COTN2C,"Cottonwood Creek, North Fork John Day River",MRR,NA,NA,NA,351.298.025,674,River,"c(-119.418259, 44.67811)",NA,NA,NA,NA,NA
COTTWC,"Cottonwood Creek, Umatilla River",MRR,NA,NA,NA,465.105,570,River,"c(-118.582315, 45.634082)",NA,NA,NA,NA,NA
COULTC,"Coulter Creek, Wenatchee River Basin",MRR,NA,NA,NA,754.089.014,857,River,"c(-120.797108, 47.745194)",NA,NA,NA,NA,NA
COULTP,"Coulter Creek Acclimation Pond, Wenatchee River Basin",MRR,NA,NA,NA,754.089.014.001,858,AcclimationPond,"c(-120.803, 47.76453)",NA,NA,NA,NA,NA
COWICC,Cowiche Creek- Naches Subbasin,MRR,NA,NA,NA,539.187.004,730,River,"c(-120.6314, 46.61919)",NA,NA,NA,NA,NA
COWISF,South Fork Cowiche Creek - Tributary to Cowiche Creek,MRR,NA,NA,NA,539.187.004.012,742,River,"c(-120.892538, 46.613966)",NA,NA,NA,NA,NA
COYBL,Coyote Creek Boat Launch,MRR,NA,NA,NA,925,925,Other,"c(-119.072001, 48.14084)",NA,NA,NA,NA,NA
COYO2C,"Coyote Creek, tributary to Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.081,782,River,"c(-118.748021, 44.695239)",NA,NA,NA,NA,NA
COYOTC,"Coyote Creek, Umatilla River",MRR,NA,NA,NA,465.145.005,615,River,"c(-118.135932, 45.738387)",NA,NA,NA,NA,NA
CRESCB,Crescent Bar Road Bridge,MRR,NA,NA,NA,711,711,Other,"c(-119.99453, 47.215051)",NA,NA,NA,NA,NA
CRFH,Colville Tribes Resident Fish Hatchery,MRR,NA,NA,NA,863,863,Hatchery,"c(-119.689436, 48.029597)",NA,NA,NA,NA,NA
CROOK1,Crooked River - Lake Billy Chinook to Prineville Reservoir (km 0-113),MRR,NA,NA,NA,328.177,505,RiverSegment,"c(-121.023906, 44.343415)",NA,NA,NA,NA,NA
CROWC,Crow Creek - Tributary to Little Naches River,MRR,NA,NA,NA,539.187.072.005,803,River,"c(-121.297214, 47.02184)",NA,NA,NA,NA,NA
DAVISC,Davis Creek - Middle Fork John Day River,MRR,NA,NA,NA,351.298.052.104,805,River,"c(-118.570301, 44.575802)",NA,NA,NA,NA,NA
DAYP,Dayton Acclimation Pond,MRR,NA,NA,NA,509.035.087,631,AcclimationPond,"c(-117.977204, 46.313918)",NA,NA,NA,NA,NA
DCOWG,"Dead Cow Gulch, Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.102,803,River,"c(-118.553238, 44.600018)",NA,NA,NA,NA,NA
DEAD3C,Deadman Creek - Upper Columbia Basin,MRR,NA,NA,NA,1131.005,1136,River,"c(-118.271329, 48.669747)",NA,NA,NA,NA,NA
DEADNF,North Fork Deadman Creek - Upper Columbia Basin,MRR,NA,NA,NA,1031.005.011,1047,River,"c(-118.330317, 48.699134)",NA,NA,NA,NA,NA
DEEP2C,"Deep Creek, tributary to Bumping River",MRR,NA,NA,NA,539.187.072.029,827,River,"c(-121.326794, 46.790162)",NA,NA,NA,NA,NA
DEEPCK,"Deep Creek, tributary to Columbia River",MRR,NA,NA,NA,1181,1181,River,"c(-117.709233, 48.875329)",NA,NA,NA,NA,NA
DESOC,"Desolation Creek, tributary to North Fork John Day River",MRR,NA,NA,NA,351.298.097,746,River,"c(-118.819378, 44.91325)",NA,NA,NA,NA,NA
DHORNC,"Deerhorn Creek, tributary to Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.098,799,River,"c(-118.588686, 44.599006)",NA,NA,NA,NA,NA
DILACC,"Dillacort Creek, Klickitat River",MRR,NA,NA,NA,290.009,299,River,"c(-121.168099, 45.728417)",NA,NA,NA,NA,NA
DOGRVR,"Dog River, tributary to EF Hood River (OR)",MRR,NA,NA,NA,273.023.016,312,River,"c(-121.528119, 45.412448)",NA,NA,NA,NA,NA
DRY,"Dryden Diversion Dam, Wenatchee River",MRR,NA,NA,NA,754.028,782,Dam,"c(-120.57352, 47.555383)",NA,NA,NA,NA,NA
DRY3C,"Dry Creek, tributary to Satus Creek",MRR,NA,NA,NA,539.112.031,682,River,"c(-120.627218, 46.178349)",NA,NA,NA,NA,NA
DRYFBY,DRY - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,754.028,782,IntraDamReleaseSite,"c(-120.57352, 47.555383)",NA,NA,NA,NA,NA
DRYFCC,"Dry Fork Clear Creek, Middle Fork John Day River Basin",MRR,NA,NA,NA,351.298.052.106.003,810,River,"c(-118.43316, 44.522011)",NA,NA,NA,NA,NA
DRYP,Dryden Acclimation Pond,MRR,NA,NA,NA,754.026,780,AcclimationPond,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
DRYTAL,DRY - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,754.028,782,IntraDamReleaseSite,"c(-120.57352, 47.555383)",NA,NA,NA,NA,NA
DUNCAN,"Duncan Creek, South Fork John Day River Basin",MRR,NA,NA,NA,351.341.027.010,729,River,"c(-119.384916, 44.299899)",NA,NA,NA,NA,NA
EARLWC,"Early Winters Creek, Methow River Basin",MRR,NA,NA,NA,843.113,956,River,"c(-120.597166, 48.596688)",NA,NA,NA,NA,NA
EARLWP,Early Winters Acclimation Pond,MRR,NA,NA,NA,843.113.001,957,AcclimationPond,"c(-120.442708, 48.597458)",NA,NA,NA,NA,NA
EASTOP,Easton Acclimation Pond,MRR,NA,NA,NA,539.325,864,AcclimationPond,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
EDEERC,"East Deer Creek, tributary to Kettle River",MRR,NA,NA,NA,1131.029,1160,River,"c(-118.293059, 48.876992)",NA,NA,NA,NA,NA
EIGHTC,"Eightmile Creek, Chewuch River",MRR,NA,NA,NA,843.080.018,941,River,"c(-120.263975, 48.694557)",NA,NA,NA,NA,NA
EIGHTP,Eightmile Acclimation Pond,MRR,NA,NA,NA,843.080.017,940,AcclimationPond,"c(-120.165634, 48.591924)",NA,NA,NA,NA,NA
ENTH,Entiat NFH,MRR,NA,NA,NA,778.011,789,Hatchery,"c(-120.322888, 47.697934)",NA,NA,NA,NA,NA
ENTIAR,Entiat River,MRR,NA,NA,NA,778,778,River,"c(-120.490331, 47.91097)",NA,NA,NA,NA,NA
ENTRTP,Entiat River Rotary Screw Trap,MRR,NA,NA,NA,778.002,780,TraporWeir,"c(-120.243455, 47.663813)",NA,NA,NA,NA,NA
ENTUST,Entiat River upper Rotary Screw Trap,MRR,NA,NA,NA,778.011,789,TraporWeir,"c(-120.322653, 47.696378)",NA,NA,NA,NA,NA
EQUESC,"Equesis Creek, flows into Okanagan Lake, Canada",MRR,NA,NA,NA,858.301,1159,River,"c(-119.492405, 50.371865)",NA,NA,NA,NA,NA
ETIENC,"Etienne (formerly Negro) Creek, tributary to Peshastin Creek",MRR,NA,NA,NA,754.029.017,800,River,"c(-120.72853, 47.420795)",NA,NA,NA,NA,NA
FDD,"Feed Diversion Dam, Umatilla River",MRR,NA,NA,NA,465.045,510,Dam,"c(-119.177056, 45.720309)",NA,NA,NA,NA,NA
FDDFBY,FDD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,465.045,510,IntraDamReleaseSite,"c(-119.177056, 45.720309)",NA,NA,NA,NA,NA
FDDTAL,FDD - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,465.045,510,IntraDamReleaseSite,"c(-119.177056, 45.720309)",NA,NA,NA,NA,NA
FEEDCN,Feed Diversion Canal - headgate to diversion screen (km 000-001),MRR,NA,NA,NA,465.047,512,River,"c(-119.177221, 45.721556)",NA,NA,NA,NA,NA
FIRSTC,First Creek - Tributary to Swauk Creek,MRR,NA,NA,NA,539.274.013,826,River,"c(-120.627026, 47.2081)",NA,NA,NA,NA,NA
FOGDEW,"Foggy Dew Creek, Methow River watershed",MRR,NA,NA,NA,843.035.009,887,River,"c(-120.275364, 48.171338)",NA,NA,NA,NA,NA
FORDH,Ford Hatchery,MRR,NA,NA,NA,1020.057,1077,Hatchery,"c(-117.828951, 47.911845)",NA,NA,NA,NA,NA
FOSTC,Foster Creek - tributary to Columbia River,MRR,NA,NA,NA,868,868,River,"c(-119.647052, 47.985515)",NA,NA,NA,NA,NA
FOXC,"Fox Creek, North Fork John Day River",MRR,NA,NA,NA,351.298.025.036,710,River,"c(-119.175505, 44.64373)",NA,NA,NA,NA,NA
FRFH,Fall River Fish Hatchery,MRR,NA,NA,NA,328.324.011,663,Hatchery,"c(-121.5746, 43.7977)",NA,NA,NA,NA,NA
GABLEC,"Gable Creek, John Day River Basin",MRR,NA,NA,NA,351.218.022,591,River,"c(-120.23546, 44.534696)",NA,NA,NA,NA,NA
GATEC,"Gate Creek, Tributary to Chiwawa River",MRR,NA,NA,NA,754.077.020,851,River,"c(-120.691902, 47.915783)",NA,NA,NA,NA,NA
GCD,Grand Coulee Dam,MRR,NA,NA,NA,951,951,Dam,"c(-118.979362, 47.956527)",NA,NA,NA,NA,NA
GCDFBY,GCD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,951,951,IntraDamReleaseSite,"c(-118.979362, 47.956527)",NA,NA,NA,NA,NA
GOATWP,Goat Wall Acclimation Pond,MRR,NA,NA,NA,843.116,959,AcclimationPond,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
GOLD2C,"Gold Creek, Methow River",MRR,NA,NA,NA,843.035,878,River,"c(-120.155537, 48.190329)",NA,NA,NA,NA,NA
GOLD3C,Gold Creek - tributary to West Fork Sanpoil River,MRR,NA,NA,NA,981.076.005,1062,River,"c(-118.89371, 48.383065)",NA,NA,NA,NA,NA
GOLD4C,"Gold Creek, tributary to Colville River",MRR,NA,NA,NA,1121.019,1140,River,"c(-118.003611, 48.543433)",NA,NA,NA,NA,NA
GOLD5C,"Gold Creek, Upper Yakima Basin",MRR,NA,NA,NA,539.356,895,River,"c(-121.351665, 47.431402)",NA,NA,NA,NA,NA
GOOS2I,"Goose Island, Columbia River above Priest Rapids Dam",MRR,NA,NA,NA,641,641,AvianColony,"c(-119.916682, 46.660995)",NA,NA,NA,NA,NA
GRANC,Granite Creek tributary to Sanpoil River,MRR,NA,NA,NA,981.102,1083,River,"c(-118.818815, 48.660047)",NA,NA,NA,NA,NA
GRANWF,"West Fork Granite Creek, Sanpoil Basin",MRR,NA,NA,NA,981.102.012,1095,River,"c(-118.916035, 48.683515)",NA,NA,NA,NA,NA
GRBLDC,"Granite Boulder Creek, Middle Fork John Day River",MRR,NA,NA,NA,351.298.052.090,791,River,"c(-118.61155, 44.680895)",NA,NA,NA,NA,NA
GREEPC,Green Point Creek (tributary to West Fork Hood River),MRR,NA,NA,NA,273.020.002,295,River,"c(-121.719989, 45.598623)",NA,NA,NA,NA,NA
HADENC,Haden Creek - tributary to Lost Creek,MRR,NA,NA,NA,981.076.022.019,1098,River,"c(-119.130446, 48.445417)",NA,NA,NA,NA,NA
HADESF,South Fork Haden Creek,MRR,NA,NA,NA,981.076.022.019.003,1101,River,"c(-119.126375, 48.419568)",NA,NA,NA,NA,NA
HALLC,Hall Creek - tributary to Columbia River,MRR,NA,NA,NA,1086,1086,River,"c(-118.329638, 48.38872)",NA,NA,NA,NA,NA
HANGC,Hangman Creek - tributary to Spokane River,MRR,NA,NA,NA,1020.121,1141,River,"c(-117.203298, 47.343438)",NA,NA,NA,NA,NA
HANIS,Islands in the Hanford Reach of the Middle Columbia River,MRR,NA,NA,NA,594,594,AvianColony,"c(-119.489526, 46.715877)",NA,NA,NA,NA,NA
HANSPC,"Hancock Springs Creek, tributary to Methow River",MRR,NA,NA,NA,843.097,940,River,"c(-120.338233, 48.53792)",NA,NA,NA,NA,NA
HANTWN,Hanford town site boat ramp,MRR,NA,NA,NA,576,576,Other,"c(-119.373667, 46.583667)",NA,NA,NA,NA,NA
HANWTB,Hanford White Bluffs boat ramp,MRR,NA,NA,NA,587,587,Other,"c(-119.459367, 46.673217)",NA,NA,NA,NA,NA
HINDOC,Hindoo Creek - Tributary to Rattlesnake Creek,MRR,NA,NA,NA,539.187.045.021,792,River,"c(-121.221444, 46.778759)",NA,NA,NA,NA,NA
HLK,"Hemlock Dam, Wind River (WA) watershed",MRR,NA,NA,NA,251.017.002,270,Dam,"c(-121.932265, 45.802008)",NA,NA,NA,NA,NA
HLKTAL,HLK - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,251.017.002,270,IntraDamReleaseSite,"c(-121.932265, 45.802008)",NA,NA,NA,NA,NA
HOODEF,East Fork Hood River,MRR,NA,NA,NA,273.023,296,River,"c(-121.568095, 45.419619)",NA,NA,NA,NA,NA
HOODMF,Middle Fork Hood River,MRR,NA,NA,NA,273.023,296,River,"c(-121.626809, 45.5228)",NA,NA,NA,NA,NA
HOODWF,West Fork Hood River,MRR,NA,NA,NA,273.020,293,River,"c(-121.724386, 45.538424)",NA,NA,NA,NA,NA
HUNT2C,"Hunter Creek, tributary to Columbia River",MRR,NA,NA,NA,1058,1058,River,"c(-118.10582, 48.121489)",NA,NA,NA,NA,NA
I-90B,I-90 bridge over Columbia River upstream of Wanapum Dam,MRR,NA,NA,NA,677,677,Other,"c(-119.973, 46.9422)",NA,NA,NA,NA,NA
ICICLC,Icicle Creek,MRR,NA,NA,NA,754.041,795,River,"c(-120.881419, 47.607841)",NA,NA,NA,NA,NA
IMQP,Imeques Acclimation Pond,MRR,NA,NA,NA,465.128,593,AcclimationPond,"c(-118.349891, 45.706946)",NA,NA,NA,NA,NA
